Rule_Obj,Rule_Score
"[['ph-ecog', 'age'], [['0.0', '1.0'], [39, 66]]]",0.9360649668117105
"[['sex', 'age'], [['1'], [50, 76]]]",0.9264984617298294
"[['sex', 'age', 'ph-ecog'], [['1'], [50, 76], ['2.0', '0.0', '1.0', '3.0']]]",0.9264984617298294
"[['ph-ecog', 'sex'], [['2.0', '3.0', '1.0'], ['1']]]",0.9191819836782164
"[['age', 'ph-karno'], [[43, 82], [50.0, 90.0]]]",0.9161401674008287
"[['age'], [[39, 65]]]",0.9083333767784787
"[['ph-ecog', 'pat-karno'], [['3.0', '0.0', '2.0', '1.0'], [30.0, 70.0]]]",0.8988741794176537
"[['pat-karno'], [[30.0, 80.0]]]",0.8988741794176537
"[['pat-karno', 'age'], [[50.0, 100.0], [65, 82]]]",0.8977730721475212
"[['sex'], [['2']]]",0.8961060135679206
